FBtr0343144	FBtr0262642	87.805	123	12	1	1	123	36	155	2.95e-40	131
FBtr0333428	FBtr0262641	95.087	346	9	2	1	338	1	346	0.0	675
FBtr0073900	FBtr0263645	95.928	1228	39	4	1	1222	1	1223	0.0	2439
FBtr0073899	FBtr0263644	71.921	203	45	2	1	198	1	196	2.72e-95	275
FBtr0073897	FBtr0394735	28.596	1773	1054	62	93	1769	198	1854	2.23e-162	556
FBtr0073897	FBtr0394735	31.345	788	476	27	86	842	1257	2010	8.72e-96	347
FBtr0073897	FBtr0394735	26.453	688	393	28	1125	1758	157	785	9.50e-48	189
FBtr0073897	FBtr0394735	25.328	229	133	11	369	573	1837	2051	1.32e-10	67.4
FBtr0333429	FBtr0262641	94.006	317	11	2	1	309	1	317	0.0	610
FBtr0073898	FBtr0394735	28.483	1773	1056	61	93	1769	198	1854	2.12e-162	557
FBtr0073898	FBtr0394735	31.345	788	476	27	86	842	1257	2010	5.39e-96	348
FBtr0073898	FBtr0394735	26.453	688	393	28	1125	1758	157	785	8.38e-48	190
FBtr0073898	FBtr0394735	24.891	229	134	10	369	573	1837	2051	1.64e-10	67.0
