FBtr0332368	FBtr0403545	80.488	123	21	2	1	120	1	123	2.02e-68	201
FBtr0079624	FBtr0257616	72.727	374	101	1	1	373	1	374	0.0	547
FBtr0079595	FBtr0265266	94.675	169	9	0	1	169	1	169	2.91e-116	326
FBtr0306391	FBtr0402666	74.216	1276	308	4	315	1569	76	1351	0.0	1809
FBtr0306391	FBtr0402666	76.647	1169	206	3	1	1103	1	1168	0.0	1769
FBtr0306391	FBtr0402666	62.431	1094	331	8	161	1178	56	1145	0.0	1288
FBtr0306391	FBtr0402666	36.364	198	82	4	1238	1392	75	271	1.80e-17	89.4
FBtr0346906	FBtr0265266	94.675	169	9	0	1	169	1	169	2.91e-116	326
FBtr0304640	FBtr0403545	80.488	123	21	2	1	120	1	123	2.02e-68	201
FBtr0306392	FBtr0396254	78.796	1179	248	1	1	1177	1	1179	0.0	1859
FBtr0306392	FBtr0396254	72.075	1325	330	8	275	1568	70	1385	0.0	1800
