FBtr0100560	FBtr0264819	97.462	197	5	0	1	197	1	197	2.07e-142	400
FBtr0077444	FBtr0261222	66.055	109	32	1	2	105	3	111	1.23e-46	145
FBtr0110769	FBtr0393776	42.888	464	112	13	1	395	1	380	4.41e-63	208
FBtr0346457	FBtr0393776	42.888	464	112	13	1	395	1	380	4.41e-63	208
FBtr0332355	FBtr0262813	28.823	1478	804	68	80	1465	123	1444	7.20e-73	276
FBtr0332355	FBtr0262813	24.648	1136	607	52	8535	9618	428	1366	2.45e-28	129
FBtr0332355	FBtr0262813	23.353	1700	848	79	9553	11204	72	1364	6.27e-24	114
FBtr0332355	FBtr0262813	23.629	1532	759	71	989	2259	63	1444	9.38e-23	110
FBtr0332355	FBtr0262813	23.447	1642	803	75	9346	10890	160	1444	3.41e-22	108
FBtr0332355	FBtr0262813	24.242	1485	753	77	8695	10144	220	1367	1.09e-20	104
FBtr0332355	FBtr0262813	23.416	1815	867	87	8953	10678	64	1444	3.32e-20	102
FBtr0332355	FBtr0262813	23.454	1876	868	89	12428	14240	74	1444	9.54e-20	100
FBtr0332355	FBtr0262813	23.980	1372	645	62	15859	17169	255	1289	1.82e-16	90.1
FBtr0332355	FBtr0262813	23.498	1515	821	68	8819	10201	59	1367	7.06e-16	88.2
FBtr0332355	FBtr0262813	25.226	884	435	39	2142	2942	356	1096	1.54e-15	87.0
FBtr0332355	FBtr0262813	24.207	946	481	43	9375	10255	678	1452	5.77e-14	82.0
FBtr0332355	FBtr0262813	21.666	1657	825	68	13063	14610	74	1366	1.33e-13	80.9
FBtr0332355	FBtr0262813	23.470	1585	766	70	15536	17062	250	1445	1.34e-13	80.9
FBtr0332355	FBtr0262813	24.968	785	422	34	8541	9254	683	1371	2.52e-13	79.7
FBtr0332355	FBtr0262813	22.318	1631	820	69	11601	13020	50	1444	4.80e-13	79.0
FBtr0332355	FBtr0262813	23.120	1622	789	76	11258	12816	75	1301	5.72e-12	75.5
FBtr0332355	FBtr0262813	23.614	1245	613	60	17217	18317	238	1288	1.14e-11	74.3
FBtr0332355	FBtr0262813	24.184	1501	759	79	2359	3675	140	1445	5.86e-11	72.0
FBtr0332355	FBtr0262813	26.637	443	226	20	8498	8934	1095	1444	8.62e-11	71.2
FBtr0332355	FBtr0262813	23.620	1232	633	56	1723	2849	339	1367	1.46e-10	70.5
FBtr0332355	FBtr0262813	23.303	1090	538	53	11157	12063	471	1445	1.17e-07	61.2
FBtr0332355	FBtr0262813	23.029	1294	624	65	17246	18433	94	1121	2.07e-07	60.1
FBtr0332355	FBtr0262813	22.931	1317	636	59	14765	15889	160	1289	4.19e-07	59.3
FBtr0300354	FBtr0394048	52.394	376	155	7	594	956	33	397	1.67e-62	219
FBtr0300354	FBtr0394048	48.853	436	166	11	712	1132	33	426	2.28e-62	219
FBtr0300354	FBtr0394048	48.806	377	163	9	237	597	33	395	1.08e-51	188
FBtr0300354	FBtr0394048	44.691	405	190	8	62	452	12	396	2.93e-36	143
FBtr0300354	FBtr0394048	42.407	349	152	7	61	403	96	401	1.90e-27	117
