FBtr0078006	FBtr0263574	99.552	446	2	0	1	446	48	493	0.0	929
FBtr0343786	FBtr0263530	98.837	344	4	0	1	344	1	344	0.0	703
FBtr0346526	FBtr0263530	99.065	428	4	0	1	428	1	428	0.0	881
FBtr0301439	FBtr0263530	98.462	650	10	0	1	650	1	650	0.0	1335
FBtr0078005	FBtr0394117	44.231	52	29	0	19	70	573	624	1.73e-08	51.2
FBtr0078005	FBtr0394117	43.396	53	30	0	20	72	586	638	3.47e-08	50.4
FBtr0078005	FBtr0394117	43.636	55	31	0	16	70	578	632	4.22e-08	50.1
FBtr0078005	FBtr0394117	42.593	54	31	0	19	72	577	630	4.51e-08	50.1
FBtr0078005	FBtr0394117	44.000	50	28	0	23	72	573	622	1.91e-07	48.1
FBtr0078005	FBtr0394117	42.000	50	29	0	19	68	589	638	4.35e-07	47.4
