TRANSCRIPT	pi	theta	Tajimas_D	Fu_and_Li_F*	Fu_and_Li_D*	segSites
FBtr0005088	7.61795279442338	11.375728581295	-1.3074642818197	0.957527366638666	2.32743005197059	68
FBtr0005673	23.5353430467716	34.1271857438849	-1.29784503360864	1.07361614540592	2.63242243025162	204
FBtr0005674	23.5353430467716	34.1271857438849	-1.29784503360863	1.07361614540592	2.63242243025162	204
FBtr0006151	1.89523460111696	7.0261853002116	-2.36270835703096	0.360400948679822	2.12225368077237	42
FBtr0070000	20.1070983810709	29.6553507300327	-1.32957448416851	1.04724219987585	2.5998517256916	177
FBtr0070002	2.91988376919884	6.36668546746465	-1.83147260990707	0.602145280427623	2.0730762188305	38
FBtr0070003	5.54242071949055	9.5646965701073	-1.5461881943753	0.811235966759748	2.25465002885497	57
FBtr0070006	5.20200243025657	10.5552943276388	-1.80224682594881	0.697821042912758	2.29496826771746	63
FBtr0070007	2.68293589003048	5.86405240424376	-1.82082046504027	0.591812916765689	2.03306356478634	35
FBtr0070008	1.99887901169386	5.69650804983679	-2.10292822434882	0.451424665425229	2.01873852318635	34
FBtr0070025	3.10392044588307	7.03686288509251	-1.89503886764961	0.589130543652449	2.12043029223359	42
FBtr0070026	2.43253445936902	10.8903830364527	-2.56669721957187	0.317483903620193	2.30716820232897	65
FBtr0070027	2.52749214956476	12.9009152893363	-2.66733236411976	0.283872849620227	2.37001490287859	77
FBtr0070028	1.31108343711083	4.35615321458108	-2.17403799819883	0.366420896417896	1.88148061620061	26
FBtr0070029	5.60977526581163	5.20185252058467	-0.138215861301716	1.36470489527546	1.97237724014745	31
FBtr0070032	3.20016681881453	6.19914111305769	-1.67080544279265	0.674569876240177	2.06020557298307	37
FBtr0070033	3.09245454438191	10.0526612644179	-2.31799259259785	0.432904613165912	2.27554961690551	60
FBtr0070034	13.1598860579854	51.2685724485311	-2.58782980123644	0.405534764148762	2.69015852076252	306
FBtr0070035	5.93540579455517	14.4088144789989	-2.0620086776048	0.603609186284933	2.40800329052701	86
FBtr0070036	1.17590168715264	2.8482540249184	-1.77329227680909	0.452283458204386	1.65299153421749	17
FBtr0070038	0.934495641344956	3.18334273373233	-2.09987636040312	0.331814015806344	1.71372737442315	19
FBtr0070040	0.119717725197177	0.167544354406965	-0.412887862287479	0.250241623512438	0.485949789646601	1
FBtr0070041	0.119717725197177	0.167544354406965	-0.412887862287479	0.250241623512438	0.485949789646601	1
FBtr0070042	1.3563246504423	4.34954328108337	-2.14322910155483	0.379688335663805	1.88226228860013	26
FBtr0070043	1.3563246504423	4.34954328108337	-2.14322910155483	0.379688335663804	1.88226228860013	26
FBtr0070044	1.3563246504423	4.34954328108337	-2.14322910155483	0.379688335663804	1.88226228860013	26
FBtr0070045	0.325944375259444	0.837721772034823	-1.37239064358945	0.2801229709856	1.02800617491719	5
FBtr0070046	1.42715585395313	6.53422982187162	-2.48707902284432	0.288607735597913	2.08716343748224	39
FBtr0070056	3.07300420165366	2.01362033054891	0.918330159215499	1.51037830251714	1.46414011546645	12
FBtr0070057	87.8977755976041	36.7485710325175	3.71751956710012	3.73783353353675	2.63979056095263	219
FBtr0070058	6.24391632184	15.7491693142547	-2.11405494211846	0.585808947820209	2.43684239633767	94
FBtr0070059	6.24391632184	15.7491693142547	-2.11405494211846	0.585808947820209	2.43684239633767	94
FBtr0070060	6.24391632184	15.7491693142547	-2.11405494211846	0.585808947820209	2.43684239633767	94
FBtr0070061	6.24391632184	15.7491693142547	-2.11405494211846	0.585808947820209	2.43684239633767	94
FBtr0070062	6.24391632184	15.7491693142547	-2.11405494211846	0.585808947820209	2.43684239633767	94
FBtr0070063	3.1598766603896	22.6184878449402	-2.88705463369055	0.212339386659549	2.53874865922519	135
FBtr0070064	2.53050904090565	10.2202056188248	-2.48922497849051	0.349168466969799	2.28217897524988	61
FBtr0070065	2.53050904090564	10.2202056188248	-2.48922497849051	0.349168466969799	2.28217897524988	61
FBtr0070066	2.0132827479331	10.2202056188248	-2.63168544862297	0.277799778348533	2.28217897524988	61
FBtr0070067	2.0132827479331	10.2202056188248	-2.63168544862297	0.277799778348533	2.28217897524988	61
FBtr0070068	2.0132827479331	10.2202056188248	-2.63168544862297	0.277799778348533	2.28217897524988	61
FBtr0070069	0.217185554171854	2.01053225288357	-2.37091166177382	0.106746469290477	1.46414011546645	12
FBtr0070070	0.847488584474882	6.86931853068555	-2.76121726837256	0.164117795677017	2.10916953556885	41
FBtr0070071	36.1263548824164	74.8923264199131	-1.92833233352104	0.769854790063975	2.7322727616256	447
FBtr0070072	0.430883412109112	3.18334273373233	-2.50042797755508	0.15277007086626	1.7134959267276	19
FBtr0070073	1.17741801577418	5.86405240424376	-2.51403019888006	0.259719657393629	2.03306356478634	35
FBtr0070074	0.478538812785387	2.17807660729054	-2.14576630549524	0.222601612345165	1.50721929326173	13
FBtr0070075	3.36969696969697	7.20440723949947	-1.82540546807004	0.62711794185464	2.13133700911613	43
FBtr0070076	0.482689912826898	3.01579837932536	-2.41849031470558	0.178081737274306	1.68411015953875	18
FBtr0070077	0.0574614831652775	0.335603388424818	-1.28138574049434	0.0829998831746149	0.678064623108071	2
FBtr0070078	0.0831915382194527	0.503405082637226	-1.5061961163372	0.0960273166395974	0.818795597352481	3
FBtr0070079	3.27837276878373	13.2360039981502	-2.52283175618191	0.359853983641868	2.37903974435392	79
FBtr0070080	0.161560813615608	1.00526612644179	-1.89899980213563	0.12425417439828	1.11235873925238	6
FBtr0070081	4.53864674138647	22.1158547817193	-2.69467968446459	0.311451214083128	2.53311973436746	132
FBtr0070083	3.54088833540888	18.932512047987	-2.73435730426456	0.280650919122418	2.4917088018812	113
FBtr0070084	4.10278123702781	22.1158547817193	-2.75199040940955	0.281541232486281	2.53311973436746	132
FBtr0070085	1.70244914902449	8.0421290115343	-2.55021485669648	0.288769249009802	2.1811137036206	48
FBtr0070086	2.13831465338314	8.0421290115343	-2.4000109928435	0.362700710889324	2.1811137036206	48
FBtr0070087	4.97052718970527	23.623753971382	-2.68455741310363	0.320709861483737	2.54938960725786	141
FBtr0070088	0.726774595267744	3.85352015136018	-2.43074973376093	0.223240407871247	1.81650412564073	23
FBtr0070089	1.04923204649232	8.0421290115343	-2.77532038065747	0.177970631473026	2.1811137036206	48
FBtr0070090	1.04923204649232	8.0421290115343	-2.77532038065747	0.177970631473026	2.1811137036206	48
FBtr0070091	2.16322125363221	8.20967336594126	-2.41018848451878	0.360549381003597	2.19021510739396	49
FBtr0070092	4.08883354088833	8.87985078356912	-1.87355097207132	0.637257810928316	2.22416631819195	53
FBtr0070093	4.10693233706932	9.04739513797608	-1.89408510357649	0.629868547621321	2.23209036914557	54
FBtr0070094	6.38675550403345	26.1369192874865	-2.59240467653132	0.374783386473572	2.57287645452382	156
FBtr0070098	3.44043094220459	13.9061814157781	-2.52930214612324	0.361258509105728	2.39606134984729	83
FBtr0070099	1.55699460356994	7.5394959483134	-2.55233795525439	0.278911305058531	2.15215464092653	45
FBtr0070100	1.57459526774595	5.1938749866159	-2.21100076140025	0.383055963590296	1.97237724014745	31
FBtr0070101	1.24848484848485	6.53422982187162	-2.56506489075703	0.25200765894683	2.08551251294306	39
FBtr0070102	1.24848484848485	6.53422982187162	-2.56506489075703	0.25200765894683	2.08551251294306	39
FBtr0070103	0.635782482357823	3.85352015136018	-2.49159762995463	0.195290729206992	1.81650412564073	23
