FBtr0100560	FBtr0264819	97.462	197	5	0	1	197	1	197	2.07e-142	400
FBtr0077376	FBtr0264819	97.771	314	7	0	1	314	1	314	0.0	636
FBtr0300354	FBtr0394048	52.394	376	155	7	594	956	33	397	1.67e-62	219
FBtr0300354	FBtr0394048	48.853	436	166	11	712	1132	33	426	2.28e-62	219
FBtr0300354	FBtr0394048	48.806	377	163	9	237	597	33	395	1.08e-51	188
FBtr0300354	FBtr0394048	44.691	405	190	8	62	452	12	396	2.93e-36	143
FBtr0300354	FBtr0394048	42.407	349	152	7	61	403	96	401	1.90e-27	117
FBtr0110769	FBtr0393776	42.888	464	112	13	1	395	1	380	4.41e-63	208
FBtr0077444	FBtr0261222	66.055	109	32	1	2	105	3	111	1.23e-46	145
FBtr0346457	FBtr0393776	42.888	464	112	13	1	395	1	380	4.41e-63	208
