FBtr0340209	FBtr0258187	94.167	600	34	1	1	599	35	634	0.0	1160
FBtr0086926	FBtr0258187	94.167	600	34	1	1	599	35	634	0.0	1160
FBtr0086928	FBtr0258188	93.982	565	34	0	1	565	1	565	0.0	1105
FBtr0086928	FBtr0258188	43.561	528	293	3	32	557	616	1140	4.17e-152	468
FBtr0304897	FBtr0393715	58.678	484	194	4	1	481	1	481	0.0	560
FBtr0086927	FBtr0258188	93.982	565	34	0	1	565	1	565	0.0	1105
FBtr0086927	FBtr0258188	43.561	528	293	3	32	557	616	1140	4.17e-152	468
FBtr0086929	FBtr0258188	85.913	575	80	1	1	574	591	1165	0.0	1031
FBtr0086929	FBtr0258188	43.011	558	303	4	6	550	2	557	8.81e-160	488
FBtr0305703	FBtr0258190	96.538	491	17	0	1	491	1	491	0.0	991
