FBtr0071988	FBtr0258134	87.008	254	31	2	1	253	1	253	9.26e-146	407
FBtr0071990	FBtr0258136	76.170	235	56	0	34	268	34	268	1.46e-138	390
FBtr0334011	FBtr0402280	67.105	228	75	0	282	509	61	288	6.21e-108	323
FBtr0334011	FBtr0402280	22.951	305	167	11	1	257	1	285	2.65e-09	58.5
FBtr0302896	FBtr0402280	67.105	228	75	0	282	509	61	288	6.21e-108	323
FBtr0302896	FBtr0402280	22.951	305	167	11	1	257	1	285	2.65e-09	58.5
FBtr0345653	FBtr0260773	95.354	495	14	4	1	490	1	491	0.0	954
FBtr0475136	FBtr0258135	84.810	158	24	0	1	158	1	158	3.15e-93	275
FBtr0303210	FBtr0258137	81.081	259	49	0	1	259	1	259	5.41e-160	466
FBtr0303210	FBtr0258137	55.914	93	23	4	442	532	413	489	4.66e-08	55.8
